date|account|category|amount|currency|converted amount|currency|description||||
9/5/2019|Cash|Allowance|-31.44|MYR|-31.44|MYR|Mom||||
10/5/2019|Cash|Car|-62.3|MYR|-62.3|MYR|Petrol ||||
10/5/2019|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
10/5/2019|Cash|Eating out|-11.4|MYR|-11.4|MYR|Breakfast (wantan mee) ||||
10/5/2019|Cash|Deposits|50|MYR|50|MYR|Mom||||
13/05/2019|Cash|Eating out|-16|MYR|-16|MYR|Lunch (smores) ||||
13/05/2019|Cash|Eating out|-8.6|MYR|-8.6|MYR|Dinner mamak ||||
14/05/2019|Cash|Eating out|-13.5|MYR|-13.5|MYR|Lunch (korean) ||||
14/05/2019|Cash|Clothes|-60|MYR|-60|MYR|Cap||||
14/05/2019|Cash|Tech|-25|MYR|-25|MYR|Last of Us||||
15/05/2019|Cash|Eating out|-15.1|MYR|-15.1|MYR|Lunch (chicken plus) ||||
15/05/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
16/05/2019|Cash|Eating out|-7|MYR|-7|MYR|Lunch (zap fan)||||
16/05/2019|Cash|Eating out|-5.4|MYR|-5.4|MYR|Dinner mamak ||||
18/05/2019|Cash|Deposits|42|MYR|42|MYR|Kenneth ||||
18/05/2019|Cash|Games|-20|MYR|-20|MYR|Board games||||
18/05/2019|Cash|Allowance|-12.3|MYR|-12.3|MYR|Andrew ||||
18/05/2019|Cash|Eating out|-171.55|MYR|-171.55|MYR|Dinner (Table & Apron) ||||
20/05/2019|Cash|Allowance|-70|MYR|-70|MYR|Mom||||
20/05/2019|Cash|Deposits|80|MYR|80|MYR|Mom||||
21/05/2019|Cash|Deposits|30.7|MYR|30.7|MYR|Raymond ||||
21/05/2019|Cash|Eating out|-21.8|MYR|-21.8|MYR|Lunch (smores) ||||
21/05/2019|Cash|Car|-50|MYR|-50|MYR|Touch & Go||||
22/05/2019|Cash|Car|-59|MYR|-59|MYR|Petrol ||||
23/05/2019|Cash|Eating out|-1.6|MYR|-1.6|MYR|Dinner (twiggies) ||||
23/05/2019|Cash|Eating out|-9.75|MYR|-9.75|MYR|Lunch (smores) ||||
23/05/2019|Cash|Allowance|-40.48|MYR|-40.48|MYR|Mom  vacuum bag||||
24/05/2019|Cash|Eating out|-2|MYR|-2|MYR|Dinner mcd||||
25/05/2019|Cash|Deposits|50|MYR|50|MYR|Mom||||
25/05/2019|Cash|Allowance|-20.7|MYR|-20.7|MYR|Mom tripod||||
25/05/2019|Cash|Eating out|-12.55|MYR|-12.55|MYR|Dinner mamak ||||
27/05/2019|Cash|Eating out|-11.55|MYR|-11.55|MYR|Lunch (subway) ||||
28/05/2019|Cash|Allowance|-480|MYR|-480|MYR|Mom trip||||
28/05/2019|Cash|Eating out|-17.6|MYR|-17.6|MYR|Lunch (chicken plus) ||||
28/05/2019|Cash|Car|-62.5|MYR|-62.5|MYR|Petrol ||||
29/05/2019|Cash|"Salary,""3"|"421.95"",MYR,""3"|"421.95"",MYR"|Salary ||||||
30/05/2019|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
30/05/2019|Cash|Eating out|-23.1|MYR|-23.1|MYR|Lunch (subway) ||||
30/05/2019|Cash|Eating out|-220|MYR|-220|MYR|Dinner (doni) ||||
30/05/2019|Cash|Deposits|110|MYR|110|MYR|Bob + ck||||
31/05/2019|Cash|Eating out|-10|MYR|-10|MYR|Cz cake ||||
31/05/2019|Cash|Eating out|-10.7|MYR|-10.7|MYR|Dinner mamak ||||
31/05/2019|Cash|Deposits|6|MYR|6|MYR|Mamak||||
31/05/2019|Cash|Eating out|-20|MYR|-20|MYR|Breakfast (burger King) ||||
31/05/2019|Cash|Eating out|-6|MYR|-6|MYR|Lunch (zap fan)||||
31/05/2019|Cash|Allowance|-20|MYR|-20|MYR|Bank Islam deposit ||||
31/05/2019|Cash|Allowance|-106|MYR|-106|MYR|House ||||
2/6/2019|Cash|Deposits|500|MYR|500|MYR|Mom trip||||
2/6/2019|Cash|Allowance|-200|MYR|-200|MYR|Mom||||
3/6/2019|Cash|Eating out|-13.8|MYR|-13.8|MYR|Dinner starling ||||
3/6/2019|Cash|Movie|-18|MYR|-18|MYR|Godzilla||||
3/6/2019|Cash|Car|-6|MYR|-6|MYR|Starling Parking ||||
3/6/2019|Cash|Eating out|-12|MYR|-12|MYR|Lunch (korean) ||||
3/6/2019|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
4/6/2019|Cash|Deposits|126|MYR|126|MYR|Dad||||
4/6/2019|Cash|Eating out|-15.1|MYR|-15.1|MYR|Lunch (chicken plus) ||||
5/6/2019|Cash|Tech|-10.36|MYR|-10.36|MYR|Phone holder||||
5/6/2019|Cash|Eating out|-31.2|MYR|-31.2|MYR|Dinner mcd||||
6/6/2019|Cash|Eating out|-1.8|MYR|-1.8|MYR|Lunch (pau) ||||
7/6/2019|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
9/6/2019|Cash|Trip|-200|MYR|-200|MYR|Passport ||||
10/6/2019|Cash|Eating out|-3.7|MYR|-3.7|MYR|Lunch (aunty Anne's) ||||
10/6/2019|Cash|Eating out|-12|MYR|-12|MYR|Lunch (powerplant) ||||
10/6/2019|Cash|Eating out|-8|MYR|-8|MYR|Dinner mamak ||||
11/6/2019|Cash|Deposits|200|MYR|200|MYR|Dad||||
11/6/2019|Cash|Eating out|-19.4|MYR|-19.4|MYR|Lunch (wong kok) ||||
12/6/2019|Cash|Eating out|-8|MYR|-8|MYR|Lunch (mamak) ||||
12/6/2019|Cash|Car|-12.5|MYR|-12.5|MYR|Bank islam parking||||
12/6/2019|Cash|Eating out|-10.5|MYR|-10.5|MYR|Dinner mamak ||||
14/06/2019|Cash|Allowance|-80.62|MYR|-80.62|MYR|Mom shirt||||
14/06/2019|Cash|Deposits|50|MYR|50|MYR|Mom shirt||||
14/06/2019|Cash|Eating out|-70|MYR|-70|MYR|Dinner (the brew house) ||||
14/06/2019|Cash|Eating out|-8.5|MYR|-8.5|MYR|Lunch (nasi lemak) ||||
15/06/2019|Cash|Eating out|-227.7|MYR|-227.7|MYR|Dinner (renaissance) ||||
15/06/2019|Cash|Eating out|-4|MYR|-4|MYR|Lunch (zap fan)||||
17/06/2019|Cash|Eating out|-19.5|MYR|-19.5|MYR|Lunch (mcd) ||||
17/06/2019|Cash|Car|-7.5|MYR|-7.5|MYR|Bank islam parking||||
17/06/2019|Cash|Eating out|-11|MYR|-11|MYR|Dinner mamak ||||
17/06/2019|Cash|Allowance|-50|MYR|-50|MYR|Mom grab||||
18/06/2019|Cash|Allowance|-282.25|MYR|-282.25|MYR|Tuition Bs||||
18/06/2019|Cash|Allowance|-368.75|MYR|-368.75|MYR|Tuition Elaine ||||
18/06/2019|Cash|Salary|836.3|MYR|836.3|MYR|Tuition (shuhui + claudia) ||||
18/06/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
18/06/2019|Cash|Eating out|-3.4|MYR|-3.4|MYR|Lunch (bread) ||||
19/06/2019|Cash|Eating out|-12|MYR|-12|MYR|Lunch (powerplant) ||||
19/06/2019|Cash|Food|-6.5|MYR|-6.5|MYR|Coffee ||||
19/06/2019|Cash|Eating out|-8.5|MYR|-8.5|MYR|Dinner mamak ||||
20/06/2019|Cash|Eating out|-6|MYR|-6|MYR|Lunch (zap fan)||||
22/06/2019|Cash|Deposits|20|MYR|20|MYR|Wedding ||||
22/06/2019|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
22/06/2019|Cash|Car|-64|MYR|-64|MYR|Petrol ||||
23/06/2019|Cash|Deposits|10|MYR|10|MYR|Wedding ||||
24/06/2019|Cash|Eating out|-8|MYR|-8|MYR|Lunch (zap fan)||||
26/06/2019|Cash|Movie|-109|MYR|-109|MYR|Movie (spiderman) ||||
26/06/2019|Cash|Eating out|-33.6|MYR|-33.6|MYR|Lunch (chicken plus) ||||
27/06/2019|Cash|Car|-100|MYR|-100|MYR|Touch & Go||||
27/06/2019|Cash|Eating out|-11.55|MYR|-11.55|MYR|Lunch (subway) ||||
27/06/2019|Cash|Food|-3.45|MYR|-3.45|MYR|Tealive ||||
27/06/2019|Cash|Deposits|15.95|MYR|15.95|MYR|Tony||||
29/06/2019|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/06/2019|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
29/06/2019|Cash|Eating out|-8|MYR|-8|MYR|Dinner mamak ||||
29/06/2019|Cash|Eating out|-3|MYR|-3|MYR|Lunch (zap fan)||||
30/06/2019|Cash|"Salary,""3"|"484.2"",MYR,""3"|"484.2"",MYR"|Salary ||||||
1/7/2019|Cash|Eating out|-12.5|MYR|-12.5|MYR|Lunch (smores) ||||
2/7/2019|Cash|Car|-63|MYR|-63|MYR|Petrol ||||
2/7/2019|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
2/7/2019|Cash|Eating out|-18.2|MYR|-18.2|MYR|Lunch (mamak) ||||
4/7/2019|Cash|Eating out|-6|MYR|-6|MYR|Lunch (zap fan)||||
4/7/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
4/7/2019|Cash|Medical|-12.88|MYR|-12.88|MYR|Ice pack||||
6/7/2019|Cash|Eating out|-20|MYR|-20|MYR|Dinner starling ||||
6/7/2019|Cash|Deposits|36|MYR|36|MYR|Andrew + Ray ||||
6/7/2019|Cash|Car|-4|MYR|-4|MYR|Starling Parking ||||
7/7/2019|Cash|Deposits|36|MYR|36|MYR|Kv kk||||
7/7/2019|Cash|Tech|-100|MYR|-100|MYR|Mi band 4||||
7/7/2019|Cash|Deposits|18.2|MYR|18.2|MYR|Kenneth ||||
7/7/2019|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
8/7/2019|Cash|Allowance|-100|MYR|-100|MYR|Mom||||
8/7/2019|Cash|Deposits|100|MYR|100|MYR|Mom||||
8/7/2019|Cash|Eating out|-16.2|MYR|-16.2|MYR|Lunch (chicken plus) ||||
8/7/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
8/7/2019|Cash|Allowance|-2.5|MYR|-2.5|MYR|Elaine ||||
9/7/2019|Cash|Eating out|-1.6|MYR|-1.6|MYR|Dinner (twiggies) ||||
9/7/2019|Cash|Eating out|-15.5|MYR|-15.5|MYR|Lunch (mcd) ||||
9/7/2019|Cash|Allowance|-450|MYR|-450|MYR|Tuition Bs||||
9/7/2019|Cash|Allowance|-50|MYR|-50|MYR|Tuition Elaine ||||
9/7/2019|Cash|Deposits|805|MYR|805|MYR|Tuition ||||
10/7/2019|Cash|Eating out|-11.9|MYR|-11.9|MYR|Lunch (powerplant) ||||
12/7/2019|Cash|Medical|-120|MYR|-120|MYR|Shingles ||||
12/7/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
12/7/2019|Cash|Tech|-68.84|MYR|-68.84|MYR|Earphones ||||
12/7/2019|Cash|Eating out|-6|MYR|-6|MYR|Breakfast (noodles) ||||
13/07/2019|Cash|Allowance|-50|MYR|-50|MYR|Dad||||
13/07/2019|Cash|Car|-58|MYR|-58|MYR|Petrol ||||
14/07/2019|Cash|Eating out|-109.6|MYR|-109.6|MYR|Dinner (korean) ||||
14/07/2019|Cash|Eating out|-14.4|MYR|-14.4|MYR|Dinner (a&w) ||||
15/07/2019|Cash|Eating out|-12|MYR|-12|MYR|Lunch (powerplant) ||||
15/07/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
15/07/2019|Cash|Deposits|50|MYR|50|MYR|Dad||||
16/07/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
16/07/2019|Cash|Eating out|-4.8|MYR|-4.8|MYR|Lunch (zap fan)||||
16/07/2019|Cash|Eating out|-6|MYR|-6|MYR|Macau tea ||||
17/07/2019|Cash|Eating out|-7|MYR|-7|MYR|Lunch (zap fan)||||
17/07/2019|Cash|Allowance|-203.7|MYR|-203.7|MYR|Mom||||
18/07/2019|Cash|Eating out|-32.5|MYR|-32.5|MYR|Dinner (shisha) ||||
20/07/2019|Cash|Movie|-58|MYR|-58|MYR|The working dead||||
20/07/2019|Cash|Eating out|-23.5|MYR|-23.5|MYR|Dinner (dai sum yun) ||||
22/07/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
22/07/2019|Cash|Car|-66|MYR|-66|MYR|Petrol ||||
22/07/2019|Cash|Eating out|-11.9|MYR|-11.9|MYR|Lunch (powerplant) ||||
22/07/2019|Cash|Trip|-295|MYR|-295|MYR|Bali currency||||
22/07/2019|Cash|Clothes|-49|MYR|-49|MYR|Cap||||
23/07/2019|Cash|Eating out|-7|MYR|-7|MYR|Lunch (zap fan)||||
23/07/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
24/07/2019|Cash|Eating out|-17.8|MYR|-17.8|MYR|Lunch (kfc) ||||
24/07/2019|Cash|Eating out|-10.5|MYR|-10.5|MYR|Dinner mamak ||||
25/07/2019|Cash|Eating out|-11.9|MYR|-11.9|MYR|Lunch (powerplant) ||||
25/07/2019|Cash|Eating out|-4.25|MYR|-4.25|MYR|Macau tea ||||
26/07/2019|Cash|Eating out|-13.3|MYR|-13.3|MYR|Dinner mamak ||||
26/07/2019|Cash|Eating out|-17.15|MYR|-17.15|MYR|Lunch (chicken plus) ||||
26/07/2019|Cash|"Salary,""3"|"522.45"",MYR,""3"|"522.45"",MYR"|Salary ||||||
27/07/2019|Cash|Trip|-74.8|MYR|-74.8|MYR|Grab||||
27/07/2019|Cash|Eating out|-14.85|MYR|-14.85|MYR|Breakfast (mcd) ||||
30/07/2019|Cash|Trip|-72.8|MYR|-72.8|MYR|Grab||||
30/07/2019|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
31/07/2019|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
31/07/2019|Cash|Eating out|-9.9|MYR|-9.9|MYR|Lunch (burger King) ||||
31/07/2019|Cash|Allowance|-100|MYR|-100|MYR|Shennice||||
1/8/2019|Cash|Eating out|-11|MYR|-11|MYR|Lunch (korean) ||||
1/8/2019|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
1/8/2019|Cash|Eating out|-46.1|MYR|-46.1|MYR|Shisha||||
2/8/2019|Cash|Eating out|-3|MYR|-3|MYR|Lunch (zap fan)||||
2/8/2019|Cash|Eating out|-18.3|MYR|-18.3|MYR|Shisha||||
3/8/2019|Cash|Car|-61.1|MYR|-61.1|MYR|Petrol ||||
3/8/2019|Cash|Eating out|-20|MYR|-20|MYR|Dinner (texas) ||||
4/8/2019|Cash|Eating out|-56.2|MYR|-56.2|MYR|Breakfast (new hollywood) ||||
4/8/2019|Cash|Trip|-5|MYR|-5|MYR|Kelly castle||||
4/8/2019|Cash|Eating out|-1.6|MYR|-1.6|MYR|Tau fu fa||||
4/8/2019|Cash|Deposits|85|MYR|85|MYR|Tuition (hong hui) ||||
4/8/2019|Cash|Deposits|32.8|MYR|32.8|MYR|Ipoh breakfast ||||
4/8/2019|Cash|Eating out|-13.2|MYR|-13.2|MYR|Lunch (nasi ganja) ||||
4/8/2019|Cash|Trip|-22.2|MYR|-22.2|MYR|Petrol ||||
4/8/2019|Cash|Allowance|-100|MYR|-100|MYR|Shennice||||
4/8/2019|Cash|Allowance|-100|MYR|-100|MYR|Shennice||||
4/8/2019|Cash|Eating out|-104|MYR|-104|MYR|Dinner (sakae sushi) ||||
4/8/2019|Cash|Deposits|74.5|MYR|74.5|MYR|Sakae sushi||||
5/8/2019|Cash|Eating out|-7|MYR|-7|MYR|Lunch (mamak) ||||
5/8/2019|Cash|Eating out|-10.5|MYR|-10.5|MYR|Dinner mamak ||||
6/8/2019|Cash|Eating out|-9.9|MYR|-9.9|MYR|Lunch (burger King) ||||
6/8/2019|Cash|Eating out|-16|MYR|-16|MYR|Dinner mamak||||
6/8/2019|Cash|Salary|43|MYR|43|MYR|Tuition (shuhui) ||||
7/8/2019|Cash|Eating out|-11.9|MYR|-11.9|MYR|Lunch (powerplant) ||||
7/8/2019|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
7/8/2019|Cash|Allowance|-48|MYR|-48|MYR|Mom ||||
8/8/2019|Cash|Eating out|-9.9|MYR|-9.9|MYR|Lunch (burger King) ||||
9/8/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Dinner mamak ||||
12/8/2019|Cash|Allowance|-200|MYR|-200|MYR|Mom||||
14/08/2019|Cash|Eating out|-9.9|MYR|-9.9|MYR|Lunch (burger King) ||||
14/08/2019|Cash|Car|-63.7|MYR|-63.7|MYR|Petrol ||||
14/08/2019|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
14/08/2019|Cash|Eating out|-15|MYR|-15|MYR|Dinner mamak ||||
15/08/2019|Cash|Car|-10|MYR|-10|MYR|Zouk parking ||||
15/08/2019|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (RHB) ||||
16/08/2019|Cash|Food|-8.6|MYR|-8.6|MYR|Ice cream||||
16/08/2019|Cash|Eating out|-115.35|MYR|-115.35|MYR|Spades burger||||
16/08/2019|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (RHB) ||||
16/08/2019|Cash|Car|-8|MYR|-8|MYR|Zouk parking ||||
17/08/2019|Cash|Clothes|-43|MYR|-43|MYR|Cap||||
17/08/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
18/08/2019|Cash|Eating out|-37.5|MYR|-37.5|MYR|Xin fu tang ||||
19/08/2019|Cash|Eating out|-8|MYR|-8|MYR|Lunch (RHB) ||||
19/08/2019|Cash|Car|-12|MYR|-12|MYR|Zouk parking ||||
19/08/2019|Cash|Medical|-90|MYR|-90|MYR|Fever||||
20/08/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
20/08/2019|Cash|Eating out|-8|MYR|-8|MYR|Lunch (RHB) ||||
20/08/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
21/08/2019|Cash|Eating out|-7.5|MYR|-7.5|MYR|Lunch (RHB) ||||
21/08/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
21/08/2019|Cash|Food|-8|MYR|-8|MYR|Snacks ||||
21/08/2019|Cash|Clothes|-100|MYR|-100|MYR|Lens||||
21/08/2019|Cash|Car|-64|MYR|-64|MYR|Petrol ||||
22/08/2019|Cash|Eating out|-10.5|MYR|-10.5|MYR|Lunch (RHB) ||||
22/08/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
23/08/2019|Cash|Eating out|-8.8|MYR|-8.8|MYR|Lunch (RHB) ||||
23/08/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
23/08/2019|Cash|Eating out|-8.5|MYR|-8.5|MYR|Dinner mamak ||||
25/08/2019|Cash|Eating out|-6|MYR|-6|MYR|Shisha||||
25/08/2019|Cash|Medical|-8.9|MYR|-8.9|MYR|Panadol ||||
26/08/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
26/08/2019|Cash|Eating out|-25.2|MYR|-25.2|MYR|Spades burger||||
27/08/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
27/08/2019|Cash|Eating out|-7.6|MYR|-7.6|MYR|Dinner mamak ||||
28/08/2019|Cash|Eating out|-9|MYR|-9|MYR|Lunch (RHB) ||||
28/08/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
28/08/2019|Cash|Eating out|-5.6|MYR|-5.6|MYR|Dinner mamak ||||
28/08/2019|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
29/08/2019|Cash|Allowance|-120|MYR|-120|MYR|Mom||||
29/08/2019|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
29/08/2019|Cash|Eating out|-14.9|MYR|-14.9|MYR|Lunch (RHB) ||||
29/08/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
29/08/2019|Cash|"Salary,""4"|"209.95"",MYR,""4"|"209.95"",MYR"|Salary ||||||
30/08/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
30/08/2019|Cash|Car|-2|MYR|-2|MYR|Mrt||||
31/08/2019|Cash|Eating out|-280.5|MYR|-280.5|MYR|Shisha||||
31/08/2019|Cash|Deposits|110|MYR|110|MYR|Mom||||
31/08/2019|Cash|Books|-13|MYR|-13|MYR|Can you keep a Secret ||||
2/9/2019|Cash|Books|-9.5|MYR|-9.5|MYR|Shopaholic abroad ||||
3/9/2019|Cash|Eating out|-8|MYR|-8|MYR|Dinner mamak ||||
3/9/2019|Cash|Eating out|-8|MYR|-8|MYR|Lunch (RHB) ||||
3/9/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
3/9/2019|Cash|Deposits|85|MYR|85|MYR|Tuition (shuhui) ||||
4/9/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
4/9/2019|Cash|Eating out|-11|MYR|-11|MYR|Lunch (RHB) ||||
4/9/2019|Cash|Eating out|-11|MYR|-11|MYR|Dinner mamak ||||
5/9/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
5/9/2019|Cash|Car|-60|MYR|-60|MYR|Petrol ||||
5/9/2019|Cash|Eating out|-10.5|MYR|-10.5|MYR|Lunch (RHB) ||||
5/9/2019|Cash|Eating out|-8.5|MYR|-8.5|MYR|Dinner mamak ||||
6/9/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
6/9/2019|Cash|Eating out|-7.7|MYR|-7.7|MYR|Lunch (RHB) ||||
6/9/2019|Cash|Eating out|-64|MYR|-64|MYR|Dinner (Thai in mookata) ||||
6/9/2019|Cash|Movie|-93|MYR|-93|MYR|IT ||||
7/9/2019|Cash|Music|-22.4|MYR|-22.4|MYR|Spotify ||||
9/9/2019|Cash|Clothes|-17.54|MYR|-17.54|MYR|Cap||||
9/9/2019|Cash|Tech|-13.7|MYR|-13.7|MYR|Programmable socket ||||
9/9/2019|Cash|Books|-13|MYR|-13|MYR|Remember me||||
10/9/2019|Cash|Eating out|-8|MYR|-8|MYR|Dinner mamak ||||
10/9/2019|Cash|Eating out|-8|MYR|-8|MYR|Lunch (RHB) ||||
10/9/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
11/9/2019|Cash|Tech|-30|MYR|-30|MYR|Reload ||||
11/9/2019|Cash|Eating out|-6|MYR|-6|MYR|Lunch (RHB) ||||
11/9/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
12/9/2019|Cash|Eating out|-11.7|MYR|-11.7|MYR|Lunch (RHB) ||||
12/9/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
12/9/2019|Cash|Clothes|-33.05|MYR|-33.05|MYR|Shirt||||
13/09/2019|Cash|Car|-12|MYR|-12|MYR|Zouk parking ||||
13/09/2019|Cash|Eating out|-5|MYR|-5|MYR|Dinner mamak ||||
13/09/2019|Cash|Eating out|-5|MYR|-5|MYR|Shisha||||
13/09/2019|Cash|Eating out|-6.5|MYR|-6.5|MYR|Lunch (RHB) ||||
14/09/2019|Cash|Food|-2.7|MYR|-2.7|MYR|Drinks CJ ||||
14/09/2019|Cash|Eating out|-102|MYR|-102|MYR|Shisha||||
14/09/2019|Cash|Clothes|-2|MYR|-2|MYR|Shopee||||
14/09/2019|Cash|Car|-187|MYR|-187|MYR|Service ||||
15/09/2019|Cash|Eating out|-7|MYR|-7|MYR|Dinner mamak ||||
15/09/2019|Cash|Games|-24.4|MYR|-24.4|MYR|Pool||||
16/09/2019|Cash|Eating out|-15|MYR|-15|MYR|Dinner (Eddie & Co) ||||
16/09/2019|Cash|Allowance|-100|MYR|-100|MYR|Shennice||||
17/09/2019|Cash|Car|-62|MYR|-62|MYR|Petrol ||||
17/09/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
17/09/2019|Cash|Eating out|-8.1|MYR|-8.1|MYR|Dinner mamak ||||
17/09/2019|Cash|Eating out|-7.2|MYR|-7.2|MYR|Lunch (RHB) ||||
18/09/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
18/09/2019|Cash|Eating out|-8|MYR|-8|MYR|Dinner mamak ||||
18/09/2019|Cash|Eating out|-14.9|MYR|-14.9|MYR|Lunch (kfc) ||||
19/09/2019|Cash|Tech|-21.76|MYR|-21.76|MYR|Earphones ||||
19/09/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
20/09/2019|Cash|Food|-6.55|MYR|-6.55|MYR|Snacks ||||
20/09/2019|Cash|Eating out|-9|MYR|-9|MYR|Dinner mamak ||||
21/09/2019|Cash|Eating out|-114|MYR|-114|MYR|Dinner (zen) ||||
22/09/2019|Cash|Eating out|-8.5|MYR|-8.5|MYR|Lunch (mamak) ||||
23/09/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
23/09/2019|Cash|Eating out|-10|MYR|-10|MYR|Dinner mamak ||||
23/09/2019|Cash|Eating out|-8.5|MYR|-8.5|MYR|Lunch (RHB) ||||
23/09/2019|Cash|Car|-50|MYR|-50|MYR|Touch & Go ||||
24/09/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
24/09/2019|Cash|Eating out|-31.6|MYR|-31.6|MYR|Dinner mamak ||||
24/09/2019|Cash|Eating out|-7|MYR|-7|MYR|Lunch (RHB) ||||
24/09/2019|Cash|Books|-8.8|MYR|-8.8|MYR|Stationary ||||
25/09/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
25/09/2019|Cash|Allowance|-50|MYR|-50|MYR|Cj||||
26/09/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
26/09/2019|Cash|Eating out|-9.2|MYR|-9.2|MYR|Lunch (RHB) ||||
27/09/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
27/09/2019|Cash|Eating out|-10|MYR|-10|MYR|Dinner (shisha) ||||
27/09/2019|Cash|Eating out|-34.7|MYR|-34.7|MYR|Lunch (bari uma) ||||
28/09/2019|Cash|Eating out|-6.7|MYR|-6.7|MYR|Lunch (chicken rice) ||||
28/09/2019|Cash|Movie|-76|MYR|-76|MYR|Joker||||
28/09/2019|Cash|Games|-42|MYR|-42|MYR|Pool ||||
30/09/2019|Cash|Car|-64|MYR|-64|MYR|Petrol ||||
30/09/2019|Cash|"Salary,""4"|"009.15"",MYR,""4"|"009.15"",MYR"|Salary ||||||
30/09/2019|Cash|Medical|-4.8|MYR|-4.8|MYR|Strepsils||||
30/09/2019|Cash|Eating out|-10.6|MYR|-10.6|MYR|Dinner mamak ||||
30/09/2019|Cash|Eating out|-7.2|MYR|-7.2|MYR|Lunch (RHB) ||||
30/09/2019|Cash|Tech|-168.55|MYR|-168.55|MYR|Wifi||||
30/09/2019|Cash|Allowance|-464|MYR|-464|MYR|Ptptn ||||
30/09/2019|Cash|Tech|-25|MYR|-25|MYR|Credit card ||||
30/09/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
1/10/2019|Cash|Eating out|-6.2|MYR|-6.2|MYR|Dinner mamak ||||
1/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
1/10/2019|Cash|Eating out|-6.2|MYR|-6.2|MYR|Lunch (RHB) ||||
2/10/2019|Cash|Car|-14|MYR|-14|MYR|Zouk parking ||||
2/10/2019|Cash|Car|-2|MYR|-2|MYR|Subang parade parking||||
2/10/2019|Cash|Eating out|-12.5|MYR|-12.5|MYR|Dinner (fried laksa) ||||
2/10/2019|Cash|Eating out|-5|MYR|-5|MYR|Popcorn ||||
